Property locality,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Currowan,,,,229919.0,675000.0,993333.3333333334,3064666.6666666665,1065000.0,1425000.0,
Cuttabri,,,5568.0,296250.0,410000.0,1700000.0,312500.0,,250000.0,
Cuttagee,,,,,792000.0,1552000.0,550000.0,2600000.0,3125000.0,
Dabee,,,,1820000.0,,942500.0,1805000.0,859166.6666666666,800000.0,
Daceyville,,,,1381200.0,1552928.5714285714,1766666.6666666667,1618700.0,2040500.0,2025000.0,
Dairy Flat,,,,,410000.0,525000.0,1116990.0,,,
Dairymans Plains,7906.0,,410000.0,1062500.0,259100.0,591818.1818181818,623333.3333333334,908000.0,885000.0,
Daleys Point,,,1468000.0,1146158.8235294118,1446428.5714285714,2146304.347826087,2035916.6666666667,1761363.6363636365,1727857.142857143,
Dalgety,,,141666.66666666666,229363.36842105264,276732.75,549416.6666666666,551250.0,371730.76923076925,1508976.923076923,
Dalmeny,,,451250.0,492281.9344262295,578973.6842105263,782293.5194805195,870209.6774193548,780000.0,854616.6666666666,
Dalswinton,,,,,1055000.0,,1900000.0,,2460000.0,
Dalton,,,,547500.0,360427.77777777775,375214.28571428574,432285.0,411857.14285714284,486800.0,
Dalwood,,,,2554500.0,1478750.0,1702066.6666666667,452504.5,1320000.0,2750000.0,
Dandaloo,,,10312.0,1600000.0,2414.0,3883765.0,700000.0,,750000.0,
Dandry,,,80000.0,108333.33333333333,126000.0,160000.0,300000.0,970000.0,546500.0,
Dangar Island,,,,710214.2857142857,886000.0,1220000.0,1264000.0,1116428.5714285714,1029000.0,
Dangarsleigh,,,583830.0,30466.0,1705000.0,1266666.6666666667,1736357.1666666667,2730000.0,2757142.8571428573,
Dangelong,,,680000.0,,490000.0,440000.0,,,790000.0,
Dapto,,,491952.38095238095,543019.1959459459,590691.8111111111,706836.0576923077,778185.6172839506,758974.7594936709,832028.1397849462,1100000.0
Darawank,,,600000.0,632000.0,843305.5,1200000.0,1166250.0,1836250.0,1157750.0,
Darbalara,,,,2618557.0,1734527.5,,5853294.0,1800000.0,6510000.0,
Darbys Falls,,465000.0,30000.0,273377.77777777775,221222.22222222222,435111.1111111111,740013.8888888889,1109600.0,296388.8888888889,
Dareton,,,130000.0,130025.0,220272.72727272726,162205.88235294117,122900.0,192812.5,169454.54545454544,
Dargan,,,,575000.0,255400.0,245000.0,475000.0,842500.0,721200.0,
Dark Corner,,,,,725000.0,13425.0,,,350000.0,
Darkes Forest,,,,19000.0,,,4075000.0,,3952500.0,
Darkwood,,,,567500.0,200000.0,322500.0,,727500.0,,
Darling Point,,,11733333.333333334,6664090.909090909,10054799.307692308,10329734.6,15018500.0,16291250.0,26146500.0,
Darlinghurst,,,2250000.0,2860763.888888889,2842235.294117647,3909550.0,2863431.8181818184,2704285.714285714,3711369.565217391,
Darlington,,,1816666.6666666667,849826.0869565217,1512083.076923077,1629181.8181818181,1533983.5833333333,2045369.5652173914,1550178.5714285714,
Darlington Point,,,1710580.0,215691.51612903227,226394.3142857143,2571339.117647059,1796324.3243243243,1377355.625,621375.0,170000.0
Darlow,,,,,,1242134.0,,390000.0,,
Daroobalgie,,,300.0,,875000.0,,1050891.5,1497785.7142857143,1256322.0,
Dartbrook,,,,,1774333.3333333333,6531048.0,705000.0,14191666.666666666,825000.0,
Daruka,,,,697227.2727272727,571500.0,815000.0,971500.0,1114545.4545454546,1006562.5,
Davidson,,,1300000.0,1462706.0606060605,1731304.347826087,2322744.285714286,2297806.8181818184,2335235.294117647,2347484.878787879,
Davis Creek,,,,,555000.0,2000000.0,1000000.0,,1760000.0,
Davistown,,,949200.0,810169.0476190476,891960.5263157894,1145718.7076923077,1132506.0606060605,1249225.8064516129,1361737.5,
Dawes Point,,,5012500.0,5816666.666666667,744375.0,14025000.0,4075000.0,,,
Daysdale,,,,60100.0,90000.0,336683.3333333333,144000.0,1002264.1428571428,210000.0,
Dean Park,,,530000.0,604825.0,650166.641025641,764781.8181818182,777475.52,970324.5405405406,922669.225,
Deauville,,,,,,,590000.0,715000.0,,
Debenham,,,,130000.0,117500.0,175000.0,,435000.0,,
Dee Why,9769000.0,1556600.0,1310000.0,1704326.7875,1799776.775280899,2789651.1627906975,2923373.727272727,3147347.440677966,3426419.7407407407,
Deep Creek,,,,456581.3333333333,235137.7142857143,456666.6666666667,431250.0,,450000.0,
Deepwater,,60000.0,,439062.5,342693.51612903224,425391.18604651163,1053341.84375,1369428.5714285714,4544431.230769231,
Deer Vale,,,,429750.0,1700000.0,1671666.6666666667,3573750.0,174333.33333333334,1525000.0,
Delegate,,,1151666.6666666667,430816.6666666667,172000.0,298333.3333333333,211233.33333333334,289181.8181818182,413461.53846153844,
Delungra,,,,108420.6,696200.0,840189.6551724138,2018361.375,962928.5714285715,811176.4705882353,
Denham Court,598104.1666666666,2141250.0,541482.207920792,738149.6268656716,657738.0858468678,810729.3775,1122900.9675324676,1321638.6274509805,1419350.6987951808,
Denhams Beach,,,865000.0,552425.0,683307.6923076923,920364.2857142857,862884.6153846154,769846.1538461539,1338333.3333333333,
Deniliquin,,275000.0,268502.73913043475,543597.6756756756,495677.30081300816,363273.48727272724,391934.0558139535,467768.2663316583,611394.8342541436,50000.0
Denistone,,,1620000.0,1501405.0,1871084.0,2121606.1333333333,2245428.5714285714,2120033.3333333335,2442000.0,2210000.0
Denistone East,,,1417875.0,1446715.0,1712059.2,2252157.6071428573,2217058.8235294116,2276179.1666666665,2493646.0,
Denistone West,,,,1526400.0,1547200.0,1949452.923076923,2091000.0,2090717.391304348,2188181.8181818184,
Denman,102000.0,304903.0,445000.0,338855.55555555556,424244.04761904763,446349.70588235295,512801.7543859649,439688.5714285714,508250.0,
Depot Beach,,,,,1017500.0,1750000.0,3125000.0,1510000.0,1770000.0,
Derriwong,,,,,,420000.0,,25000.0,367500.0,
Deua River Valley,,,,570000.0,440000.0,1103333.3333333333,716000.0,602681.5,568000.0,
Devils Hole,,,,430000.0,352500.0,,,,,
Dewitt,,,,1040000.0,740000.0,2800000.0,,740000.0,,
Dharruk,,,558500.0,477846.1538461539,571912.5,689953.6585365854,721461.0833333334,806190.7826086957,845969.696969697,
Diamond Beach,,310000.0,373357.14285714284,432433.3333333333,432819.86419753084,655466.7605633803,793850.0,792821.4047619047,829608.695652174,410000.0
Diehard,,,,5000.0,,,,,,
Diggers Camp,,,,528333.5,,1350000.0,,,695000.0,
Dignams Creek,,,,730000.0,870000.0,,1204500.0,,,
Dilkoon,,,,345000.0,305000.0,245000.0,,500000.0,542500.0,
Dilpurra,,,,,,,,1710000.0,375000.0,
Dinoga,,,,405000.0,255000.0,3100000.0,1055000.0,1392500.0,1643897.3333333333,
Dirnaseer,,,3050749.5,623851.0,3299625.0,6867616.666666667,,2224830.0,720486.6666666666,
Dirty Creek,,,,1769000.0,482500.0,,50000.0,,65000.0,
Dobies Bight,,,,310000.0,632500.0,1511250.0,,550000.0,707000.0,
Doctor George Mountain,,,,,1543.0,,1715000.0,,,
Doctors Gap,,,,,,,255000.0,,,
Dog Rocks,,,,238000.0,680000.0,,1925000.0,6300000.0,1030000.0,
Dolans Bay,,,2208750.0,1805000.0,2996454.5454545454,2895062.5,2575000.0,3883000.0,2786000.0,
Dolls Point,,,,1543000.0,1860000.0,2066738.142857143,2377801.875,2756250.0,2821666.6666666665,
Dollys Flat,,,245000.0,415000.0,1170000.0,1110000.0,,930000.0,,
Dolphin Point,246111.11111111112,262441.17647058825,420400.0,534026.3157894737,451477.5238095238,981190.4761904762,1369000.0,1221625.0,1273726.3333333333,
Dombarton,,,,1265000.0,,,3317500.0,2200000.0,,
Donald Creek,,,,,760000.0,500000.0,1050000.0,,,
Dondingalong,,,404500.0,419000.0,521625.0,496497.97142857144,565520.8333333334,566482.1428571428,886093.75,
Donnellyville,,,,493500.0,,380000.0,1150000.0,,,
Doon Doon,,12634.0,1326002.0,725000.0,107056.66666666667,1175000.0,,1105000.0,1048750.0,
Doonbah,,,,,626666.6666666666,1110000.0,550000.0,1404500.0,,
Doonside,,,620179.1666666666,625290.6379310344,726316.4081632653,800126.3138686131,889513.185840708,936765.1515151515,986910.7899159663,275000.0
Dooralong,,,,1245625.0,1191600.0,2183333.3333333335,1961428.5714285714,2300000.0,3752000.0,
Dora Creek,,,657500.0,744652.0,3392372.093023256,936380.8510638297,1010740.7407407408,1029532.6086956522,962037.4,
Dorrigo,,165000.0,368200.0,657612.9032258064,455479.23529411765,502605.0,663939.3939393939,664038.4615384615,679950.0,
Dorrigo Mountain,,,,996666.6666666666,2384750.0,465600.0,2471000.0,2487500.0,398500.0,
Dorroughby,,,,1147500.0,1340000.0,912000.0,1102500.0,1587500.0,1100000.0,
Double Bay,,,4107000.0,4607076.923076923,5115454.545454546,7967918.918918919,6571764.705882353,8581923.076923076,7479315.7894736845,
Doubtful Creek,,,,522500.0,733000.0,812100.0,253333.33333333334,707000.0,100000.0,
Douglas Park,,,837500.0,980416.6666666666,946250.0,1132270.5185185184,1608600.0,1348823.5294117648,1378823.9130434783,
Dover Heights,,6600000.0,5091615.384615385,4158523.404255319,4387682.53968254,6700120.0,6591648.4772727275,6919219.463414635,7340783.605263158,
Downside,,,14557.0,717500.0,1145000.0,2215714.285714286,2934358.2,6525000.0,1128143.5,
Doyalson,,,,268000.0,580000.0,1914464.2857142857,495000.0,1109416.6666666667,695833.3333333334,
Doyalson North,,,,400000.0,700000.0,1150000.0,840000.0,850000.0,2285000.0,
Doyles Creek,,,291500.0,353438.5,425000.0,480000.0,851666.6666666666,1512500.0,,
Drake,,,95000.0,64071.42857142857,243941.17647058822,437866.6666666667,320622.22222222225,390107.14285714284,273000.0,490000.0
Drake Village,,,,,102863.63636363637,67250.0,158300.0,120625.0,105166.66666666667,
Drildool,,,,,,8329130.0,,2904000.0,,
Dripstone,2368.0,,1788506.0,1400000.0,430000.0,1932266.6666666667,774216.0,,1510000.0,
Drummoyne,,,2617052.6315789474,2286463.896103896,2379797.6470588236,3446008.99009901,3436163.325301205,3114259.9764705882,3380394.012820513,
Dry Creek,,,,,1100000.0,1100000.0,,,1950000.0,
Dry Plain,,,,267133.3333333333,452000.0,650000.0,325000.0,711666.6666666666,604500.0,
Dubbo,484379.0,307500.0,362514.05147058825,417261.31659388647,388916.2213181448,561651.6075949367,613547.5583596214,613308.769859813,733240.0964102565,500000.0
Duck Creek,2361.0,,410000.0,350000.0,766666.6666666666,382000.0,960800.0,800000.0,,
Duckenfield,,,,,,810000.0,1000000.0,1350000.0,1762500.0,
Duckmaloi,,,,320000.0,350000.0,430000.0,,1052500.0,,
Dudley,,,1008333.3333333334,913618.4210526316,932142.7073170731,1497062.5,1411834.888888889,1334356.4102564103,1584680.677419355,
Duffys Forest,,,4110000.0,3952900.3076923075,4840000.0,6604615.384615385,6720000.0,8183333.333333333,6523750.0,
Dulguigan,,,1790000.0,700000.0,977500.0,1669166.6666666667,2500000.0,2409000.0,1185000.0,
Dulwich Hill,,,1413333.3333333333,1665689.3086419753,1724500.0,2290806.9306930695,2012038.888888889,2162047.3789473684,2221596.698924731,
Dum Dum,,,1450000.0,1081666.6666666667,843500.0,1430000.0,,817500.0,1450000.0,
Dumaresq,,,2117500.0,,,725000.0,628462.0,,1608333.3333333333,
Dumaresq Island,,,,2800000.0,1725000.0,1500000.0,1920000.0,,,
Dumaresq Valley,,,,,525000.0,,,,,
Dunbible,,,,883675.0,969900.0,1035000.0,1740000.0,1038125.0,1590000.0,
Dunbogan,,,881875.0,531139.7058823529,494571.4285714286,479942.57425742573,600645.9459459459,722862.6060606061,919357.1428571428,
Duncans Creek,,,,,900000.0,487500.0,1105000.0,70000.0,,
Dundas,980000.0,1112500.0,1196000.0,1125466.857142857,1289552.6315789474,1468498.4225352113,1483559.0,1643723.4042553192,1567819.0322580645,
Dundas Valley,,1350000.0,1081636.3636363635,1107564.5569620254,1231413.5679012346,1520081.095652174,1580788.594936709,1652138.2978723405,1751916.6666666667,
Dundee,41130.0,,790000.0,81333.33333333333,229150.0,1303509.6923076923,836024.0,912388.8888888889,176928.57142857142,
Dundurrabin,,,,259600.0,179166.66666666666,445336.5,700666.6666666666,393200.0,80000.0,
Dunedoo,,14891.0,218340.57142857142,440667.92,388051.1904761905,734719.4565217391,478226.025,1046916.6071428572,552153.8461538461,
Dungarubba,,,350000.0,231962.5,687375.0,392500.0,360000.0,,825000.0,
Dungay,,,,757500.0,300000.0,1835714.2857142857,2662250.0,588888.6666666666,690000.0,
Dungeree,,,,,,400000.0,79000.0,,657500.0,
Dungog,,,234000.0,361158.53658536583,348897.0588235294,486333.8028169014,589433.8235294118,797450.0,583697.9166666666,
Dungowan,,,3529600.0,865000.0,472666.6666666667,719950.0,615000.0,922635.7142857143,1250000.0,330000.0
Dunkeld,,,575000.0,1911000.0,,488333.3333333333,200000.0,975000.0,900000.0,
Dunmore,,520500.0,631428.5714285715,714026.0,665971.4285714285,1374061.224489796,1136333.3333333333,1272803.0454545454,974257.5757575758,
Dunolly,,,750000.0,285000.0,300000.0,366666.6666666667,586666.6666666666,522500.0,642500.0,
Dunoon,,,,543235.2941176471,710904.7619047619,801333.3333333334,1274555.5555555555,671150.0,849646.7857142857,
Duns Creek,,,1776666.6666666667,500000.0,782272.7272727273,907500.0,1100625.0,1274545.4545454546,1124650.0,
Dunville Loop,,,,,7015.0,,,10300.0,,
Dural,,10000000.0,2912066.6666666665,2026983.6,2243339.4285714286,3354124.9553571427,4431530.5,2636142.604395604,3834769.5222222223,
Duramana,,,,580800.0,506900.0,881002.0,1116666.6666666667,1145000.0,1333333.3333333333,
Duranbah,,,,819166.6666666666,1323333.3333333333,1762800.0,,1918750.0,1022500.0,
Duri,,1500000.0,,426666.6666666667,741103.2352941176,821382.1538461539,1462000.0,782325.0,1216041.6666666667,
Duroby,,,,,,850000.0,1185000.0,636666.6666666666,,
Durran Durra,,,,135000.0,355500.0,651810.4,1134000.0,1383333.3333333333,957561.0,
Durras North,,,,721000.0,,,2225000.0,,,
Durren Durren,,,,,,1285500.0,1838333.3333333333,1305000.0,,
Dyers Crossing,,,,556857.1428571428,785000.0,783800.0,1020714.2857142857,981285.7142857143,912142.8571428572,
Dyraaba,,,,888000.0,832500.0,730444.4444444445,757500.0,1895000.0,542500.0,
Dyrring,,,,735000.0,950500.0,872300.0,,750000.0,2375000.0,
Eagle Vale,,,538300.0,573247.8260869565,612164.2205882353,719989.5168539326,833297.9574468085,801438.5964912281,895246.2295081967,
Eagleton,,,,605000.0,772500.0,,1270000.0,3000000.0,2513333.3333333335,
Earlwood,,,1467536.3636363635,1378209.669064748,1497577.9220779222,1956562.6594827587,1803710.6923076923,1966141.2294117648,2184273.597633136,
East Albury,,,399532.14285714284,445784.23913043475,454361.7021276596,650749.74522293,741514.6229508197,766755.1282051282,776063.5416666666,
East Ballina,,,846187.5,849358.7301587302,917791.304347826,1370024.8769230768,1453828.918367347,1247103.1746031747,1308346.1538461538,1090000.0
East Branxton,,,411250.0,453026.0869565217,426241.1111111111,546312.7906976744,651330.7659574468,607980.9705882353,706333.3333333334,
East Coraki,,,,487164.25,897500.0,740261.8571428572,400000.0,856000.0,695000.0,
East Corrimal,,,686250.0,886956.5217391305,1144071.3,1524013.5135135136,1614103.3333333333,1522147.6315789474,1646724.1379310344,
East Gosford,,,1068296.875,893195.1219512195,754724.2424242424,1669501.9607843137,1075093.75,1250188.163265306,1065873.72,
East Gresford,,,1139403.3333333333,366634.3333333333,574181.8181818182,285035.71428571426,625555.5555555555,609181.8181818182,925555.5555555555,
East Hills,,633500.0,813750.0,1054570.5128205128,1003986.7021276596,1355683.0985915493,1397075.0,1340390.9090909092,1535746.888888889,
East Jindabyne,,228794.11764705883,412857.14285714284,711836.6666666666,574893.6170212766,1224738.0,1351526.625,1790413.043478261,1157857.2142857143,
East Kangaloon,,,1400000.0,7519873.857142857,1715000.0,3016666.6666666665,4390000.0,5975000.0,4350000.0,
East Kempsey,,,301857.14285714284,304479.1666666667,331127.2368421053,397099.8,519478.26086956525,475052.0,538695.6521739131,
East Killara,,,3176333.3333333335,2493259.2592592593,2753365.8536585364,3373827.868852459,3657707.5789473685,3542161.7647058824,3314714.285714286,
East Kurrajong,,,1225000.0,1790541.5,1240866.6666666667,1462142.857142857,1860268.1818181819,1694791.6666666667,1747894.7368421052,
East Lindfield,,,3023333.3333333335,2557521.276595745,3044905.135135135,3890128.9215686275,3514643.7647058824,3800337.2093023257,4068706.6666666665,
East Lismore,,,220450.0,392312.8901098901,436246.8490566038,585750.8333333334,554850.0,498173.7410071943,506199.50495049503,
East Lynne,,,400000.0,840000.0,307500.0,904000.0,1758333.3333333333,,700000.0,
East Maitland,,,529975.0,605615.1150442478,526755.8962264151,682050.7266666667,778790.825,734201.1497326203,789812.2709359606,783000.0
East Ryde,,,1616400.0,1550316.0689655172,1851555.5555555555,2216586.9565217393,2411820.512820513,2460223.4375,2622275.522727273,
East Seaham,,,,556922.8571428572,847500.0,1145714.2857142857,3030000.0,1108928.5714285714,1108750.0,
East Tamworth,,,617025.0,470280.39215686277,540791.9811320754,535895.0355329949,701523.9495798319,705461.5384615385,735212.1212121212,
East Wagga Wagga,,,,480533.3333333333,903125.0,541256.6666666666,906766.6666666666,725124.0,762200.0,
East Wardell,,,356500.0,671666.6666666666,1043326.6666666666,521000.0,1424000.0,1025625.0,912500.0,
Eastern Creek,,,600666.6666666666,2010783.3333333333,651875.0,1604185.7142857143,813100.0,992000.0,962500.0,
Eastgardens,,4950000.0,1521250.0,1242644.08,1091608.3333333333,1206282.0384615385,2136681.8181818184,2503888.888888889,2415284.0,
Eastlakes,,,1353333.3333333333,1384454.5454545454,1427967.391304348,1791142.8863636365,1994105.2631578948,1904954.5454545454,1913534.4827586208,
Eastwood,,2689500.0,1509752.380952381,2079475.0,1951388.0,2351922.455399061,2499979.6834532376,2542244.1739130435,2658594.502617801,2950000.0
Eatonsville,,30000.0,,348000.0,340000.0,560000.0,649100.0,340000.0,658125.0,
Ebenezer,,,959893.5,927461.5384615385,1241293.6153846155,1928645.8333333333,1935454.5454545454,950000.0,1326500.0,
Ebor,,23562.0,8931000.0,1668100.0,122833.33333333333,3517399.8,1583333.3333333333,868923.0769230769,825333.3333333334,
Eccleston,,,,812500.0,1378333.3333333333,1101250.0,1068250.0,772500.0,,
Eden,400000.0,,319263.75,400776.3404255319,491349.0566037736,778755.4594594594,855347.0,732928.5714285715,744904.7619047619,
Eden Creek,,,,394500.0,594666.6666666666,775833.3333333334,576582.3333333334,807500.0,1425000.0,
Edensor Park,,,838000.0,846540.3225806452,1370969.148148148,1067190.2985074627,1248449.8414634147,1205286.3636363635,1340497.9722222222,
Edenville,,,,1320625.0,623333.3333333334,765000.0,1315000.0,1475000.0,720000.0,
Edgecliff,,,5200000.0,158017388.75,2649600.0,4920250.0,7265000.0,3950000.0,5464404.714285715,
Edgeroi,,,,2169102.5,2700109.4285714286,2691000.0,2500000.0,3065000.0,4887933.333333333,
Edgeworth,,290000.0,410912.1515151515,407409.93023255817,409224.02259887004,553901.6382978724,619626.9903381643,689585.0761421319,646041.0,720000.0
Edith,,4774.0,,499000.0,1287500.0,958500.0,,1892500.0,3483333.3333333335,
Edmondson Park,388315.9090909091,471482.7272727273,672777.9285714285,1317835.281124498,961781.0641330166,1130379.434298441,1131794.6171171172,1435853.2487046632,1411592.0364583333,
Eenaweena,,,,368.0,572211.5,,,,,
Eglinton,,125000.0,346200.0,466848.57627118647,484128.0701754386,683262.0277777778,733572.4675324676,770634.3214285715,721528.5714285715,
Eighteen Mile,,,,,,,235000.0,,,
Elands,,,285000.0,220000.0,209750.0,178142.85714285713,545827.947368421,403222.22222222225,545500.0,
Elanora Heights,,,1508562.5,1588940.3846153845,1916997.469387755,2702064.5161290322,2498538.653846154,2615059.0208333335,2645799.714285714,
Elcombe,,,2800000.0,1600000.0,3305000.0,2441100.0,,,3547500.0,
Elderslie,545100.0,1500000.0,676000.0,627321.2418300654,754170.6095890411,806214.2704081633,1203823.2758620689,1022782.7672413794,1090501.3511450381,
Eleebana,,400.0,1013272.7272727273,827073.6836734693,886380.5555555555,1175733.4310344828,1382444.0,1230116.4772727273,1301732.38028169,
